"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employee Data","User delete Orange HRM employee successfully","SUCCESS","2022-04-16T10:22:47.958+07:00[Asia/Bangkok]","0.0","17.3"
